receiver_address,usdc_received
0xce4aAEd2F3E5528bafc8ef33ADa0E109cBd70378,47.0
0x40d67CaD58f051D24A47DC4A5cA0F6747d9381A2,47.0
0x9C455E3C77De405567E0F9F7fcd8c8e65BA563FF,47.0
0x386948433D473AF4075D9Db75f95c386E2B68400,47.0
0x8dDDa5E85E21f645B4b1039ca78AF71a328439af,47.0
0x75F9468db79f227Fe699684Fd0362e0a62D04e4F,47.0
0xB60978B704cdd01f48087f3a2f9c87B3D8ec2789,47.0
0xF88475C5dC408D1C7EA70153c5b71FC4862d0E67,47.0
0xa50f0aAa4B5444911d29ee17493327836aCABBa6,47.0
0xB237EE12843F1dfDc218ab901fca604041562491,47.0
0x8CEA42654B0BE81DB1351805358DC9E176658eAd,47.0
0x7Bc6AC07Eab93e810725be88fD8679e3103e2b98,47.0
0x936ea56D695b140A15e7956789c0Ab9fa0119B89,47.0
0xD78f5aF734d1994fc42916603B1c4F8283af0291,47.0
0xFCa66AbE60F08885916d384871BF38E1994A4de6,47.0
0x29908adD1cBC985640e5227A16026141F7Ed0FCF,47.0
0xC32d2c4334D9933775A231FA1276fCDD712319Ba,47.0
0xC12bF9D29e361e4385c294F5F199979c745b93eC,47.0
0x6edd22E9792132614dD487aC6434dec3709b79A8,47.0
0xdB9dD6bF34A5865686E3D67D3De95E4E7A4e3dD3,47.0
0xF39BF74285c6060DD99FD51E2Aa0E9E9c7Bb253e,47.0
0x535208174775389629BdD30fD6F2998274774Bf1,47.0
0x63A7ddaC3dd205212168b61Bd2CCd90244f0b377,47.0
0x5c6BdF283Ea71C2F3f7919348d2918Fe8E1e8808,47.0
0x096A922E697af86f2eD742E0A655189B20c7d694,47.0
0xfC176DAef097A82C6Ae8229ec1d72a9cc7fAfD7E,47.0
0xd912ddF79933DDAb9F39143134A256c3Def76749,47.0
0xfdBA345C034f1AdD83d1DD7452F6b5fa45683def,46.0
0xcB6289AA9f1348E124DEb476F5e415038F83593e,46.0
0x4fB027b889dA1bb28F652969D77f93710f7e81b9,46.0
0x89e64300871a7BEBD2993Fb871B15129D94fD552,46.0
0x0caD2C65BbB7D832799a58FCc5411A8508E9DEF9,46.0
0xbB434f0Ac06D7537B580E935a6731a82182c29A0,46.0
0xC1933Ac5EAaB125257eDf7FBA71bB9025B6EFd97,46.0
0xF7079039D77F0D72c00F3f83E3176e7F00DE86c6,46.0
0xd60177F175d2CD3d32a2984c8396259ACD8d06a1,46.0
0x31738AA26d6021615ADE11A09AcCF04DD6C93acB,46.0
0xa1AA94AFCF3f11dfBC24a27aFb2D8D012C2dadDd,46.0
0x7153efB189B3Ef4c44C3FA1AFdbB3606B4d33900,46.0
0xaAaF152e29BC2994047C8e38b87D5ef13B9bceFA,46.0
0xfA933AD27906f839CE9c5E919948cC39e58C7d41,46.0
0xDB5fF8B37B8157e11cDA13580D9e480f7b26183f,46.0
0x67145Bae0D896a22F4C967c5199A2d8B702F392d,46.0
0xDDF0570F08a8B643c201C4a91758b74f36Bed7Db,46.0
0xEa7915eC831ca0fF21E6bfE59aC370Dc6a46b265,46.0
0x227C44Ea7d6d4B68A60EB0aC527177d5B5deeC5f,46.0
0x7567A2968dF079C0b5B5FC60713C9D8FDA4C3b17,46.0
0x9Bf625BEEf8539656C5C1ce5EF1C45bec2De47a6,46.0
0x2476e895A8A834E5dF3E8737d09c247cF5be4735,46.0
0xaB77259734C93f86408E22363102De211708eDF4,46.0
0xc41fCE4E7f1B5AD120F40Ed4BDb15add8a4b34bC,46.0
0x15ddAF887F4Cf6d28fE1Da1Ea71D5Ab8f3B88315,46.0
0xDBBaB936426838461C87a6fcD5358C3CF51F8716,46.0
0xef43C07dFe46fC72B90c9F61C7DEA3cDCD094b21,46.0
0xf868727E12dA1a7Dd24e3E2dB409ae4E47d15b07,46.0
0x22830aAb9445E43713D50e60755F117D09818a2c,46.0
0xE10D14c94a2519C25bEa955EF311D72A2B33B3Be,46.0
0x1564F0B07a1fe71aeC5Ede11e0c6262dCB087f4D,46.0
0xc21e4E0a8C7De809e21cD87559F0870E65cbD56B,46.0
0xfF58E732b78C9add5a9a57CB1Ec8fE35B9b282Ea,46.0
0x4ed7085704beb52239f4EC33c2adAF13787c4A25,46.0
0xAD52a7590640918cEe14ec6769e88D6b7129BeAa,46.0
0xb3a604a2A8862c3B983ACDd991De80923640bfFd,46.0
0xe757D0867e040d6EBF8c734538831d5B975aa6Df,46.0
0x1cA4C565222227D8dE64e6A704Daf5261E46E43D,46.0
0xA009556a0Fec4388A48eE4e933AeC53460074def,46.0
0xF35f632B135C7C751c1d14cD09570c6dFd33FAE9,46.0
0xA4dB038c9B6cF5049f9D0c28E63373b718aC47C3,46.0
0x29258F915B2Fc25ABe0fFF6c53A915EdEeB6A0B5,46.0
0x4897Cd1F81AC3392B0b13eBCEB003C08606bAEee,45.0
0x6cA5262031eA7f3873cc3df05145de98Fd948ACB,45.0
0xe5f119368B4508EaD3fA542C728aA54b4F5B23F5,45.0
0xA387a4786AA74B584A3E117A5F806365f7C2751a,45.0
0xd71b9568dC2f4d0BbC8D075ed2EeDE85fbC18E4f,45.0
0xb8eB5e6490f31d8117758a8a58E1Def82865Dc1c,45.0
0x74E08Bd30e96AE7f886A27C5200144B4aFDf00Ee,45.0
0x4b755De69c58bB382fcDD95af6c6f6E42d4AC6BD,45.0
0xe8BBA37ee5f4695919B4cF321034865F36C1aE59,45.0
0xdd3c33797673D7eBDba25D8e97C12Fe9FfBE022f,45.0
0x34F61261fdf579d61450C690D8132a2E8442C8be,45.0
0x4Ab2b6a955376E4b9fC31Fd47116C69818b72229,45.0
0xa68aB6506f9dACDC9ac10842F162EE91bB036669,45.0
0x7CAEC1E3D9bd4E51346327cebc7237FB5a575ce7,45.0
0xD16FCC4b5d6E42209eC08cE63bE91e5B45Aed4C1,45.0
0x9B4C960b337F36F5350180b00dcB3FC55265B6e8,45.0
0x0A8bd2D3DcA44756AB13a5598b8f2E99f9557947,45.0
0x2238984b12c6F13be10cC108f2Bc3D5922de1Cd2,45.0
0x8fD06a558d516292d7888a83724fDa4989dffbbD,45.0
0x3138eAE011b98585d2d86fc5DB5eF09b272F9dd2,45.0
0x883CF01045C744EEBd819122704a67622af237b2,45.0
0xe53BA564DA52E1d8b48e7f0EBD0F56B066c1399a,45.0
0x75E70142F9EbC031f893c93073473aBFeE73fC8b,45.0
0x21Ed8D144e784F2F59Fed84E3a30D3dd3c7EBd50,45.0
0x251Ca53120f726F4B62e7072178a8FBb6584F3cE,45.0
0x41d1f13ea5Ce358559268c8c5D1695D8549ac37B,45.0
0x209EeD82809B087cC464987365BE166bb6273EA9,45.0
0x4F0DFc47aFd8779816548e9A3466eABA7a71a0E2,45.0
0x143087A46d1Dd0E0dd3ED2098d7d733de1616003,45.0
0x9991A6C50CD5A59c1dD084BbD825238c783A912a,45.0
0xCc251A53a4768B3Bf621723a06f0C95484F4756b,45.0
0x28c1f343b8c138311B870BC40d70851492b9005E,45.0
0x97B378F04D7EB08a9D2968a1fBa434C41Ca6D4dc,45.0
0xD10b94ACA4069E4DB57A2F94EED1a37FF8D4FE2D,45.0
0x46A721C6ac33E7A94A3B84445BCc22460106Ea54,45.0
0x973E893DCA54a15780634623544c2909E52481E4,45.0
0x22C30C1F50ac56ee0A8E6dB7aFd1F5C0acC93eCb,45.0
0xAA9DE92556a01B812D1B7475eA0C46646Ced8310,45.0
0xaa66F6D120f34aD9F807453eD0b38DB124C8196b,45.0
0x9370A1A8EAaA059CaaE79955CEAFbD106806BcB1,45.0
0x6c343a47dFc86Bfd248F49741b231A8Ce386BCa6,45.0
0x7C97eB8942F309b590E70E51B415923dEaF2A5B6,45.0
0x269705684a41983c30082BF0C26a274e53C62A54,45.0
0xDd298AF8e9A9EDb55938Db9A3f88198f373A72eB,45.0
0x0Aa55B5405e21Dd0C3EBCD06A5d0a982Fdb44eEA,45.0
0xd025844fEF2adb3788CD2c9C75cD99B6a074FFCa,45.0
0xc22a4C4CF3F9e0dDE87811b07988f9775597E178,45.0
0x605F7b3eDf70e830196b6dE9e2183CB4C2354176,45.0
0xF1B7aF08485B0e1D09E68811A8eA850db07Ec7C0,45.0
0xe2983535b54CaFcdf8215D217189B587D06CFc17,45.0
0x86C09252a63e21012CaA4a06c7622f9b7B45318D,45.0
0x01CdE2Aa9552362429cbdaaE44E7cf08C54A104b,45.0
0x5cFA1EcdA8B162Cc54c7c23115CC6743bAd9d838,45.0
0x09c69E86Ff85FB68C6dDbdcC4Ab7cd2A3612E72D,45.0
0x07326fBC7eec23AFf4A1c5102C50796F9AfACca6,45.0
0x616F3409F7D5469e3741DD919d23458A84763180,45.0
0x27767e627098DcC312cb041D1Fb7922877243658,45.0
0x195F5f71a12C0861a8E87ae8Eb11303e681F0D0F,45.0
0xEDFEE58707A7BF4047362AC25E9E6Bc5Ad9D86F2,45.0
0x0df55d641EcF8370B9E27cb909b0eE758f3855cb,45.0
0xb8E7Ac4C3416964830a96c2d7db0E2Aa991B5b27,45.0
0xFb15490544520Aa5193B90f46CE871E65166ECd5,45.0
0x364A6e5dd2dc0A227CDe7856b9c0c69F844d6F58,45.0
0x6Ff805F44BEf0fa809A9D31519e2F7BFC2Be84c3,45.0
0xf1Adc89b4bfeEd942a78aE64a1905c2c24685309,45.0
0x572bEF99dDb5FE32B1B74B68652F3ec4487f2Fa9,45.0
0xa28fAeae100b04498E502A42297dc4f07D191C77,45.0
0x3183DfF6BBfeCAcD7984868AbA856D203E2FD8f9,45.0
0x434021597C1f5BdC55b7fA3bCA83DDb5CdB58583,45.0
0x7e721b5eD7E6C0B1a193B2A5F30e9f31b70a9691,45.0
0x0dC8Da672C42DB69933448b074d1400c2fdc13DD,45.0
0xCb1bb6E96D9D192a46628a979BB5E4aCd78B2fe3,45.0
0x2a0ef8Cc35350b75250023d32cB6C401E2119Ae0,45.0
0xc3118549B9bCd7Ed6672Ea2A5a3B26FfbE735F67,45.0
0xa15B67D0fA10bD20D7cEF411806e0106883F4E7b,45.0
0x8775D9d25BDce8F3748625df961008313b3396DA,45.0
0xd966913e0CA03DAe61a513E98EeC6e500028742c,45.0
0xDc9365918761aD406cc0cd39945D806B41e342A1,45.0
0x30a45E0618d08DD733433e0976A42De4c429Ce8A,45.0
0xA73f8Ee4a2E4c85049AA92c44A23F3B9749daF3e,45.0
0xFB0d67099637c403Db2a0D5435FdC4bB7B92Aa60,45.0
0x658f249Ae57FCAc14efB973d568c899F6742cCf4,45.0
0xB2c05F4405181BDc63779ec31b9CfDe6f4165bf8,45.0
0x944A79Ef569209517D6797d781c32A8aB04d7546,45.0
0x5d4a46cc7a2aAA16F987EFBd1e91E02B0D05f0c6,45.0
0x27cA83914De0fB5091018F678d80c4ddab092461,45.0
0x1a1011b7b845173ed399edD501c99a4dD3E589d1,45.0
0x81B2077E4bc94eeCB8305363594f3bbe1c5638a6,45.0
0xEC1B2a195913c42CA41a602cBC8E91Ea9C48Ccd0,45.0
0xdA1b5e5b78aE2E831797A9e62887E1cAb33B8FEB,45.0
0x302b6F19C0E80b7790802ac481769F3589Ef5DE1,45.0
0xEF08dfEdDD48C59ADA88b3d8f555fc3317a74989,45.0
0xB9ec3345407e7C43Fb209fD6e4B3f74155B45b23,45.0
0xB6580E3BcC45BC946bdaF4A4a31Ec277C31F7a4e,45.0
0x8e81eCBAF58c0c710b0EDdF4850522AfF59ac716,45.0
0x98b9fb0B9c76Feb154De7dEc157be8a9B4F8679A,45.0
0x6a0D3f5F077f75883dF6BEa3B86014C41f4B30aE,45.0
0xbC941379A7b7B58B16d9e40a7Ae33D0D2f709c0e,45.0
0xb8FF491a1C30d69f6579FC9dc78E75C5779f34B0,45.0
0xEdAC39De025B1a597F70498E899fD03681790f4F,45.0
0x3B37A22D77230db530164b070ad9a44E240a3A22,45.0
0x66615Af0D18AFC76b9f213282106366330F06A20,45.0
0x489669068F582231Be37a1FaD220ebA882D5a228,45.0
0x72ec4333fFcD3e701980a089A85c1647DEc197fB,45.0
0x84f7c9300D17e3f3d3660CF9b5E10102440d5A13,45.0
0x534Cd9Ec464ED92f0Aac20A26E00449e4B9533c6,45.0
0x4f8533774D8Efa16FFa6868092c020D0DE1b40F5,45.0
0xb6Df9dae477E6D8D02737536e39Aa38afF1f681e,45.0
0x931317A7270d099d6a4DbAdD5129313aFcf216b9,45.0
0x34479A5a2b71662E84b929847B6DF40f75f708B7,45.0
0xBe161CC686c4422b611CceD88a624146e96c69a5,45.0
0x436e2BB7c2BEF569cc9a5D0DF6fceBDd2d629965,45.0
0x19DA24c9dc3e1A19Fd0Bf9aCE53578f65899A664,45.0
0x03cA1286D015Ed81Bf6c9AF03d184B814d6368C6,45.0
0xc4be6C727E3ECA40810De7241C39097fA55d451B,45.0
0x8B3B89118CE589EAcBDb689CacBd6afa36Ab306f,45.0
0xBFf657c84011b157E409026bA5099a916f674695,44.0
0x0d425FF4B10a47c218C504E4945274f9080A05E0,44.0
0x1c919EC57ab43BBC58E608d220ad30Cc8b9EEe71,44.0
0x05dD125D5f5608fF90d86E7F2a77db31AB3489aC,44.0
0xf614FB6c52dDd727E8bB50b9896804cbdac45691,44.0
0x7739D9529D0bB2DE2A4DAf5ddd6fD2132D8a75e5,44.0
0x86a916BA509D56129a800A67A5fd66cBE37cEd49,44.0
0x484f7dCbdF02c856BBd44Ed334c4cE2337043De9,44.0
0xc91848B7CdBFD740C65BBdF0151D040689820F40,44.0
0xF4883cb621D4C701fE630FF3f6C0BdA3e8b7Fd8E,44.0
0x4B5327e03c0E28B0B70A3d620acAcB8fa0093fDD,44.0
0xA2E21e237014BeBcB3ecBEE525Bf766C3F5A4FdF,44.0
0x4f5aD33AE2497A25cf8378C885D77BeE120FDF51,44.0
0xe4F6Cb597C8f74c3bd484cA2bA20582C2fdb37bC,44.0
0xCE5C4670dEc3a32B364Dad59128C43d750E44f46,44.0
0x025c05A7f542E2d5d163912BAB28E392c9f07E06,44.0
0x7c5e76D1cA6bB95097Cb400E0Bc3E22FAcA94adE,44.0
0x873A278B7B86e19a38f5bED5Ae6B6255D06E6936,44.0
0x9C97D74E574c0c4e25833fAB78de356de7584e5a,44.0
0x8E0C02230Ed8E484B4bC9534ba1CB2efF5dE0AA1,44.0
0xf99336bD48bdAa70555FFF5B5D7FFF23C447Db3D,44.0
0xB53a8C1dF2c029005AD365E8DACdf3fEa06DeE1b,44.0
0x34BFAfEE3e5A60110D2B81Cf6d4c92ab25Ec532e,44.0
0x7B76649d2625eE0F8090baFfFe3cEfaa6d3eE41C,44.0
0xbC9cFDb01e00d0BBeF094C16AB8Cd4D7f5c8A99d,44.0
0x5d64379f96aA32ab16855e4a28d2a14872e6c08e,44.0
0x52443B45A17150Fb103b9A1185b3D4602Ad4Bb90,44.0
0x11B7a7C9b8A511F7E2cEc12538aA5Df4612F70D9,44.0
0x60216a29deaD8684011EE831C3E3d6e0F3D9046e,44.0
0xC80Ad56415540329386786e1f6ca8405a9Dd40E0,44.0
0x386A72B6fAd43dF229feB8da4eAf1763f871212a,44.0
0xFE1d964b94b67b7E70AE1cD7F0Dc471a9750130F,44.0
0xF04289E988202D3713cb2972771953c0a5555d3d,44.0
0x667f83Ae2B51C0A877e73f0106c097886c664c91,44.0
0xfdF939E1Eea6417d4341F57fd367A1e4a1588618,44.0
0xf4b84af45bcA0A143DcBE77c3b278E6BD9c88e89,44.0
0xA41668445F54d4fF707C75760635C2E5dE93cE5F,44.0
0xe87ba745A1Fe4875d95f547176b95B659c677f88,44.0
0x3E76d7da95c133708993c4a429DA84428604fB03,44.0
0x22989C07cca23779CC54223427162cD916156D03,44.0
0x3d11B4eC0C3e28500f05603C9d94d25701C0A0B8,44.0
0x63b709C34a41c468b664B919760b71c851763aa9,44.0
0xb79A450C09ac26ae7E20343240fd5334F9028D08,44.0
0x0aC39467195533c023148dc7Db434D9484a0bA9f,44.0
0xf26C5E28bFd87b9f33A26D90C83eE9C25f2676Ee,44.0
0x433C934ea6bd27E349acEf65a08d4eDf7F39058f,44.0
0x28A0F4BD81acB8E57e03ec56d458A60D8F6E65F2,44.0
0xc4fD71C0282f619240E7C1B5cC20b4771b9AB165,44.0
0x3A16805d2c0b43d1804f593D070A073B58c17481,44.0
0xEc30ffd55c920B2563e7FE6dAaAA03068cd6d299,44.0
0xda31f4DAF1e2cCF4B3E5afFE7b798408c52620Fd,44.0
0x8e5d7BfEF3B33a0ff359de5Df94D11d4944DCa5C,44.0
0x2D080C2aF15Ea05D77C0Ac32fECc36E084E9E305,44.0
0xBafbfb1620f2f5D4da333AA12E3aA3815cE41a5F,43.0
0x662fa8a3646C476F495816b9993eA3c1b276b005,43.0
0xD313c783E8caDDfe1F463a04FC64ae509399b179,43.0
0xaFF7489412BC271E8df8C155D92dAf18f25a447f,43.0
0x2D2FE1Ee4b3d43c28E761e6753DAa00bFBE55b1B,43.0
0xf8A4378A5526400fD3654B69ca2FEC6dD1538562,43.0
0x8B547A543EfC13129C1c0D53370133CB2C3A6da7,43.0
0x4c84B78a60256E03C07861870B6C0f7E6d63B18B,43.0
0x1Df421262155Cc835f3880B6Ba73b6276fbc005d,43.0
0x86D530EA8cC177530661698A8D842400F1939B2F,43.0
0xEb40c885AE046740B1BBcAC0Bc09ba5D4043F02D,43.0
0x56b7d0c0cF08125B33926678B21767d65018276C,43.0
0xb8730A2e5E8ca4c5a8805c2eB8d8Ba1ee44Ed06f,43.0
0xb42c1D24f161A1C70159827E529E4eEE8E73b4b9,43.0
0x4226D69A1f94dee359daD6be84E284B09C07eA6C,43.0
0x4BDb6eeff2429295bb8E6D72894A9C6c5dAAC31E,43.0
0x209E1d1411D209772e33b8B00706957C75038bb1,43.0
0xB265C23545ab485C2FE3f9cDedBaBf858D47717A,43.0
0x10bF918F24d3B669f82b2A5055aBCc02bEb1E2a8,42.0
0x5C2B0BC61b8427Bd6431bE607920F36c69C4E5b3,42.0
0xF72fbd9C5f2b9886ca030A091db908E37Ce0800B,42.0
0x5C5D08963E6135E9D59bD2fD0381CD51fd14fE24,42.0
0xB3d6e1Cfb1d32f66c5523Ea373f1Fe1c5B2829A9,42.0
0x257c41966E83375b9F59839089F668f9774eba29,42.0
0x81e26fCc408f8d400f69F92c72A6cd00dBAa0B21,42.0
0x1B831BF21d89721c6c0ccACBE7254A48f8205A2e,42.0
0x0c5FD33A7f8A782dBbc3294E78D732cF7dbD8448,42.0
0x76376741Cd7eAd8a45BaecE99a465bf183Df45Fe,42.0
0xf124d8006713938B47f22C9Be96E1b2B9b7a3f44,42.0
0xB8526770600f3a00977D632D5D8bA198819e0650,42.0
0xb25763a82ad4Db2aEa35d1284D4B66f7Ac2D391A,42.0
0xD27604970f9FB6Ea85F6f1eC038dE56CaCa89962,42.0
0x6C1Af510e0ac9a25D65532D4bA1897BCd361C597,42.0
0x1f5538eBF30B310Da6EC99b9465D5dDdfd8d873B,42.0
0x6d008DB3dA6547c31Fc6Fd549145212364865384,42.0
0x9a5F90080FB91BEBAcB461b901B6A549D17dD1AC,42.0
0x5aD2938A330fC6F8d8615A58422b344E1D394eD7,42.0
0x5aC0c070D69D6e8F6D737e795337F85Ed118C631,42.0
0x6Eb6c7d581b9BC42C60Cb39d2d56Ce21D2c8fE1A,42.0
0x5529FAC306f60B52F4f02464d0fFa5eB68E3453F,42.0
0x5B13F4b3d5ca3Ed4E7f7F1F0cbC3e79921d572A6,42.0
0x157B81986323962f5D9874f30C4D21A8E24Dc631,42.0
0xa42eeE9C4Bd3A19dd680a9502d1e9256715962FB,42.0
0xA531E250083d157dfF5b3D2947813D8A93685e6D,42.0
0x1122872FcdE7B686F365e3A32eE5939BAf581dc6,42.0
0x5e496e896AAfE5D79Fa8a755895fd9D13FC62f5F,42.0
0x42278774142159340A0892714b46C4a2A3aBc7F9,42.0
0x50d0a07d2A65847E3b8392067d33E26c7a7F9035,42.0
0xef1624B503bcf1F441BB79d6B6ec36aCd075AD2c,42.0
0xB4A43780665dcf006CF7822f46d0Cd5937137eB5,42.0
0x5221C9D9997dCa09B3920D4AdefBd537f9Adae3c,42.0
0x5DEaf400EeD00BF0839eA2859D1e92F9F16455fd,42.0
0x9bfB1ec27433E8B14566A63B658962Be0bA42340,42.0
0xf70f73E434E1c020d0EcaA5E2c1Ec8b0582c3D73,42.0
0x2DBF1b250fAA73395A4cD77d70a7172554a380f6,42.0
0x5853D48Ae6E4448c43370e8FDD67fF178717B80e,42.0
0x34aF57CCdACc8a17219775F765D57c6323c124a7,42.0
0x23a9e1e1970339AFb9e980fBE19e3E251B737cCa,42.0
0xa7cAA534a991BD37864656D8fc99f5b828eac45d,42.0
0xF37A6b7cA8bB2B5373759edCB8c4ba7f36265163,42.0
0xa3d50323DafbC342fa63515f07A1CE5f6Ce4d189,42.0
0x79E979534640D19662F475620ab878220dEcD8b7,42.0
0x343F9115E4DEacd5C86dD3Ca909582444B5f29b5,42.0
0xB0A181B96E14Ffe11Dd441f0135f6b7905b3e796,42.0
0xc3D7f54F42Df80CE2BDbA01300Db8FEDd79d06a0,42.0
0xB1DB41eFf8b501431015010b437C2B69C7aD51da,42.0
0x7D407B3AF0515035B8070aFf53ea538B5380873E,42.0
0xBB5B367F020dBf5E161f901B4669286E17FFC460,42.0
0x8511248d9ea647C8Fce7756E83294582Dc94ECde,42.0
0x803CEa5143bD0f4efcAf970E8A82187844999802,42.0
0xe3ac27474110f2348FAF4406777D91E61f4F019C,42.0
0x8fA211A8216BC7030e93D009a219384373aB6E2E,42.0
0xF684362eF947Bb2762e23fC6C6248913D5E44B09,42.0
0x43A14fBDaBE11773Ee6250f3396CA810f6E65d4a,42.0
0x1f570C25A555FBDcF783a9FFc08D2dAe87aA0698,42.0
0x0Add65e76579B1cdACf38cc48b819Ae14446782d,42.0
0xA61010511c5D8511276E10da6528D118e9bc8725,42.0
0x212E56E185aDd951972e576466270C8B1F2E88ae,42.0
0xf50f05E687B4fF78a46dd4e79Fb969bC9cFf7F42,42.0
0xDAc7F3338339e297CDaB59628E8978620B9f96e3,42.0
0x0c620B413EE24cE9811fcD0165aED5E93761fb74,42.0
0x14aA575201081c1F51C3D311e531a7A0a81b8E5f,42.0
0xbF079060A0D5284820b7fFFc09b62cF2760c51e1,42.0
0x2a5218dA15e19e089f3e6e4993117d9CEE4EBF68,42.0
0x40B75b8f71dA9933cc09439234A7713BdA20595A,41.0
0x2a94299c4e214D30DD8eEA4d6D0Bf2032F19D7c7,41.0
0xD54CDcFF0938179764b1Ba3272a5743910E9b1EB,41.0
0x3463fdC48B738A3d0A1125CfD00787b72c6F5B58,41.0
0x91424d01cb4Cf86Ba819b9D6a775ee9a1E81e7f8,41.0
0x16CBDaa6Ae07D433DFecd875Ca1E2A615c581C82,41.0
0x21c5A5094AEa8173801A30438a7B7a0f979227FF,41.0
0xF204d67BC3DB8a3Ebe2B31d247832f47f2FF519c,41.0
0x376630e25e868653bd1A3329f14b27407cB0D0F5,41.0
0x0FC73db8d114d102192720bB8171091e5bb039c2,41.0
0xddC5e8BECE42922C2E2FC3251735c1a3636fcE66,41.0
0xCCEc6D8b11F09538233d5D5c61F047a440fA5080,41.0
0x19Feecd3c93Bee460E983f008aB451931E134383,41.0
0xDbb835DEbFE5890A04Aefc992B98e696fb1B2B9a,41.0
0x0E18344018d75F5C804FF403a7b27ADeC373ED6A,41.0
0x281ce26525CCBc2a4D04610EcE5eb008647847bF,41.0
0xF8F81aCC71568D365b5874Fc2e9CB2734731c0b8,41.0
0xea5907b15AE31c37d4cAcfF859C2D05EaCd72FE2,41.0
0xb598195b5C5a86eDA509363eBe9Bc718110cBf88,41.0
0x5486f9bEb1A892848bCA37793040F4b816e2Af5f,41.0
0xf3F2a8FCA45b096732Cc32b6B0866b0E6cbe2e03,41.0
0x00dEf84CAa6EaEF68162C29C9bBeE749B37dD213,41.0
0xC7C23F3f7DA06d0950538B7591e40A41d98841ed,41.0
0x2FE7E1b4C84c3F1D393288636b3a02fc41a1eab0,41.0
0xE097Ba4D4Fbc7d568CE8893D67cbE3C5AB674C25,41.0
0xA380888f81D0759d4979767c07F462Ed457b95Fc,41.0
0xe43d4aE7F34Be621Ea2bcf223E3aFC5a03Df614B,41.0
0x3058E3415f641AaC2f6b01069F9FAA6fCCdd96e9,41.0
0x9d7D1145Eb3Fa1Eb9d7C94c92D6861555568bB39,41.0
0x330AF4592cF18EDf9E52A05c6498Df898Ae96EDb,41.0
0x63AeD87BbdBB66f68931a55C9Bb5eC55A796Ea70,41.0
0x3be4816f93895E8544D9c541d5a3E70a92703b71,41.0
0xc5E219B9cF556436CBD9Ad4F787545c4C58a76ba,41.0
0x173AE675B0001502163f818c3644f965526eCF88,41.0
0xcFE6D062386436041c1623f9e4cf81bb3800a227,41.0
0x5498b883fB9a6c117E5fA6Ef296F33909D60cb29,41.0
0x12FE907642fA97aeaEa79B039c94b16958837723,41.0
0x90ba6D9c202f6184b38314895C1A8f53CcEf60BA,41.0
0xf4E1d116e7E6e560642255bfaE932E5Fd1283e72,41.0
0xaB35a91CC8433cD10209D65Cdf3095664fC9463a,41.0
0x5902BDD669874A578822b0E16C646De62A4FfF8F,41.0
0xbFF4C03d8Ed5154D086364FF035228746f3F9Af7,41.0
0x84A8c7d5C5F7BB250AD8Efd9316EA0eD0a61D434,41.0
0x3C26e49686645d6B7Da29F9abE1EDACeb3f10517,41.0
0x371e5014887B0682f7C181C5Dc4AD59eFaB74ae8,40.0
0x471Eeb547c7d7F1934870C7Fc3086C0eBc70f5b3,40.0
0x6E2e4F516E954c3020eA0FDC2fEc5C3ecB629B16,40.0
0xc7778C89A18f5Ac65390a9DE075EC303994ed1b8,40.0
0x28C463cDBf94cD5f7cf140d11c0BDd96c4F4e528,40.0
0x3A34824077C9bA67008B817c5186CaadE3825d25,40.0
0x813843c6ba9aFB0de70884E36ab1D7fC9197e210,40.0
0x87d9AeeB85690502F58D2D04587e180289DDd645,40.0
0xC0bDecc0267E56024E71200c9b7eDaF66E63C547,40.0
0xa62f0E030a427C277a411C3a62aA4190CCf522B6,40.0
0x369cc6E402a8A9fe2630E5cB03b48652aaa08cC9,40.0
0xAAbB212522732479B9EcAc3f92ca8aB8588BB94D,40.0
0xaE80A634D4E826e4F5d4DD28f43c407431148ac4,40.0
0x717F6203d68b8914D2C247548ed093baBC1812e3,40.0
0xEe1D3f27f83f95698FE5Fe33d2Eb0B86d7564e3D,40.0
0xaB16bd1FdBdbc1b3C647DD60B7A5C91af5c839b3,40.0
0xFe64cFC0d8fb72DA0993646A45d21bF88782df8C,40.0
0xa76075b74F59f7cBa5afd8ced308f03c3f7d1De1,40.0
0x0a8351eB06f73e2633ff6148a5B7584aA09e6670,40.0
0xcbd084410c2786Bd33543f6E56c6f6DF56cCDFd0,40.0
0xA5E15B4DB4c79850993E8C18F992275A23F449AB,40.0
0x64EDec5272E40E002650482BCA9521551616d4a2,40.0
0x2cF363b39a6Df8C13099E8A7eDa59Ab27fd87ED5,40.0
0x2701A3478A20986A6af5E48e41590De5E536f5B6,40.0
0x55bf9831EA208726b60864CFBc10487232DDC13e,40.0
0xcC72bC1C05dd8e48543FC1098e52dbA57a68cd4A,40.0
0x30aeA947ae934D46709507BD09d0ee1C796Fb709,40.0
0x21F089f6c7dE1E26ad06bAaa6962F1bbc413b0f9,40.0
0x50Df896EBAe64B6dE74CD30390F1626C52465Ec0,40.0
0xCE803718C973335fabB38E9D70Cc6d0b8438B269,40.0
0x660D65675b4C43F9cBebf528238B1e4690387b16,40.0
0x6E0c30E5DDd8915635F62B99C6497e7Ca0c46215,40.0
0x4c4c378f3c18CDC136438Db7772321A3393fCE04,40.0
0x2dB4B2a41c2558624989Af2e9ad5948d46722347,40.0
0x6Cd65Cc579414c9f8cB26a2107671E2CeEb5e4a6,40.0
