receiver_address,usdc_received
0xa93B258180638Fe4Cf8D6B105211bFCf62DB8051,146.0
0x19d5b2Dc18E7C8319B007Ed40b6df04f02Be3E25,146.0
0x57CbaeE263541d02d883d6E63C239490Ea33be3b,145.0
0xF2A0B231EF8D9C9189db5EE9F59c539d5017d82b,145.0
0x8BC2A9820f5075CA86Cd297a6A44a54290c6A5F9,145.0
0xbA14aEcD7186501a11C58e43871267A59Ba7c910,145.0
0x2a5B37bbCfC5130DA8824cD07E61067FE3E4DCbf,145.0
0x3bCEf348cC87eA92dd6f067Cc77B2cFD44f7F0d6,145.0
0xFbb33B4cbdEc1dB761C80C55cBd661A7ceE4a61f,145.0
0x8116e88273d25688B5dFb0b93cF32fb9919bf7cE,143.0
0x4e157F5191A99E89d9554bB1c9FECf4232859c59,142.0
0x502E46C2784E14A7E47fdbb7bB4D213f0b167D85,142.0
0xd858E1B5bCa1d5bDaD61342bf4e43Bdd3F55a823,142.0
0x28D110567992936806Ec666a441FF3Cf2720AD04,141.0
0xa62e493FD566E4535679E8bB21845B68ac39C4b7,140.0
0x29e88B9d0d7E1E8e2E1D6abaFbFd4f5BdefFc6d2,140.0
0x58E7101aA5fF5f2F9B541F4DF257F5Fca99d945C,140.0
0x14e3A8Af970552ceAC93E5942C370d8144c86b6b,140.0
0xDE3C718A6D05Ac90Ee0Eb9FA10E5e9Eff63c4AE3,140.0
0xa0412F94232d7Ba97bc59f4dF0f478107A92bbcC,140.0
0x61A68B515FaB89A217f35ee03Ed821e1316232d1,140.0
0xdbf2B5a9fE5995Ec529cc5A6996caacE2E289dFA,140.0
0x8b46690c2812287Dd9a5B093399a987CeE2511eA,140.0
0x41cAF25cc9Fe93d47263922b21f76305e0Ce1697,140.0
0x5DFC0649f9e235E73ab464e8393D6A0FE352A3Eb,140.0
0xE5D96ae43C0680b2bE6C26166235572a48C8AC1d,138.0
0xFE83461420eD830eb1B7167903A8bD3B4eB04531,138.0
0x837a9451f0f5b5CB32adBCe3f1cC28fD214989fD,137.0
0x1AD9dfe6B389C6781BD491Ba726B73028760867C,137.0
0xD8Ec8a9Ef7065880Bc2D80a33169bA1656De148B,136.0
0x20E294dBF171c4F5c30DB41aCec2Af3632655256,136.0
0x15146B4ABb0E90bf465167e93F75dE6A4a4E666E,136.0
0x5d507CC1ccb40bd26d09F1E87a080012a1a0b4ee,135.0
0xcd044dB92fa4347A6a331e9F9c1B62EB1a3E1A7c,135.0
0xF7515abB489996B0E12B89db60522c02aA9C247E,135.0
0x244b02436dC6E319e469924C60a710CF8D36aE53,135.0
0x5dd70B68c85490FB9C78496Fa8D448046945321f,135.0
0x0bF7C9B999d59ca133D07d636eafBDb8fF1D699F,135.0
0x7Ef5dCE91313c727CeB8346791426fB37E238927,135.0
0x9D5BcEc2B463A398239152576c0a20dF63b58C45,135.0
0x71F06173762edd4E0c703b99A4Fe4581E0d25C4a,135.0
0x232D6B93263891334Ce7C8C5ee38a72aFdb5FbCA,135.0
0x757B8F0f145383c41727F381acF5f6aa9f074710,135.0
0x5c1B1e1Bc03F6E989865b56A382e37910B22cA12,135.0
0xD963bf49e680dC00628341009A80C1eeCFA04c45,135.0
0x6C5c61d18609011228a17C037eD64905A7453d11,134.0
0x706f6373B39C8C429e68cD1CF8DEFD665302FD92,134.0
0xf642E700E4d6Ca28A35aD2E27374E2601c9c66e6,134.0
0xF00B45A931c81662FE4B7a7df071Cb5ac5e3eBd1,132.0
0x8e1d4C709b478AbdAfb61623eDcb3963D8cb34a9,132.0
0xd725Fb24c303166108c17F2bAdF8A8E552fCB478,132.0
0x1c4b84f08DFa1F7c0Cbf4F8332F401232e446C95,132.0
0xE51C78354dD59C8A4C982BE70011349E21380dAf,131.0
0xe870E4e7AbE8C28195a8b3310B6fbd64750E7a21,130.0
0x88744Db57d1E308b1b20488D4a30a996Fc00b7D7,130.0
0xA6EACae7a94b90cca3b669540a0696365ee20C4E,130.0
0x9873f3005dbB3085203C5c332869f0c06c1Ddc4c,130.0
0x61Eba2632eC301041f71EB5Ede467F986d53b33f,130.0
0x3Fd4d41b984086b42BD57fCf51AEed3C6bD3EC52,130.0
0xBe45E8B7Aa72bC10110F319A24a77dEDc5cDe8a8,130.0
0x6Ee33b4B5F93d35F152641e30C6b4908Efd20865,130.0
0x00d5D5e86c5a91e60C39a5827026454aF81f35E6,130.0
0x87C637A99167b83450C851cE2FdFe602B348322D,130.0
0x1314a89C609c1be20B6dFC0a7acEBbd1D45530Ca,129.0
0xafE5Ff0a5a69464E06Cbb74162Ee2DfBb76F92F8,127.0
0xb6F0DA01BA6Ec2773a5013cB3E5cf26C92E3d9D6,127.0
0x25CC66A42582613FB5Ab96770bA11c3168d7081e,127.0
0x62Aebe7300ba169E687020764736774189E998aA,127.0
0xB56A6bfD9825042fAa4cA6Da1F60a93895A218cB,127.0
0xb7A6B988ce9C7923fd43840eA12Cd14735914A95,127.0
0x3C39f4B90935c4A5c7Dc2C8f1ECb6c2065a54f8b,127.0
0x3CA45438dbA6Dc863f733e2E590df1653d8D84aB,127.0
0xc62957f4C3cf94041fF476ca718650C5f080507D,127.0
0x207787A86C2BAe98Ebc52F463F288fB316Db8435,126.0
0x529993f6dED8aBA70F9ca985D9F02c69fE7923a2,126.0
0x1cDCA97F3a39c8929FF8a81c2A0fe08286E55692,126.0
0x0de653AfA756b0BF63DD8b4021BFC033cBbafbd2,125.0
0xFc08c1E7Efe219f80300800d28AFBA9B887b01F2,125.0
0x21210dfB6B17AF5B46EeB0b9Ca25672B361A8B5f,125.0
0x07762558f4acE1a774Dd33b79914c0424271DDb5,125.0
0x7fa9A8a42B5f37254Af0a182b2043b50d2f75B48,125.0
0x4b0645737Ef42b2FdbB9e58D4053323bb877464C,125.0
0xFd6673Ea2894187754dA9D71FF786CbF302728e6,125.0
0x04d0e52cD398c30a38625b1f19723d017272b830,125.0
0xA0eb3a7b81aa35093d01581049E6387bBfD9D5ab,125.0
0x485dC4694dEa9D881D11c8b17219cf573C83Bd45,125.0
0x0bA26fBb33652a8C0b96B99eC281A53e8c72a1ae,125.0
